"budget","popularity","revenue","runtime","vote_average","vote_count","release_year","release_month","budget_adjust","revenue_adjust","weight","History","Action","Documentary","Drama","Crime","Fantasy","Science Fiction","Romance","Horror","Comedy","Thriller","Western","Adventure","Music","War","Family","Animation","Mystery","based on novel","not based on novel","United States","United Kingdom","France","Japan","Australia","Germany","Canada","Spain","India","Mexico","Ireland","Italy","South Korea","China","South Africa","Hong Kong","New Zealand","Norway","Thailand","Fiji","Bulgaria","Russia","Brazil","Iran"
"14000000","37.380435","159157447","131.0","7.7","1113","1992","8","27039059.158945117","307390544.6442623","6.9868574099542435","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14200000","7.05145","674918","139.0","6.9","78","2005","5","19701863.799283154","936418.4867383513","6.385879496517789","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","59.258969","377910544","120.0","7.6","2827","2008","5","18878278.51911028","475620033.6626987","7.2171015656362885","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","16.742972","320145693","119.0","6.6","291","1987","9","33394190.140845075","763643296.0581868","6.400253391172617","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","45.473484","463000000","119.0","7.0","1746","1990","3","29025095.638867643","959901377.1996942","6.729930496453898","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","25.949277","161001698","145.0","6.7","395","1989","12","30593387.096774198","351827662.1537097","6.43680502690218","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","22.409117","154864401","98.0","6.8","491","1993","9","26253148.78892734","290405582.9686505","6.4794220569408","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","13.706357","100734718","101.0","5.3","299","2009","1","18945683.029034622","127232535.81647922","6.150992588127298","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","6.92205","75511123","114.0","6.1","88","2007","5","16989370.219251286","98683571.10141699","6.337251482385764","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","27.17347","185438673","125.0","6.6","507","1977","7","62600330.03300331","829180152.1915842","6.424753827008344","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","12.159009","72527595","99.0","5.6","290","1998","9","23273496.93251534","120569339.98251535","6.212300187410424","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","13.13724","34793160","107.0","6.5","135","1991","1","27853010.279001474","69221017.36563878","6.368100424306475","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","23.3784","114956699","105.0","6.2","527","2011","12","15660290.123100042","138481173.68722188","6.308361307895392","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","6.772615","19800000","100.0","4.5","111","1995","10","24892257.217847772","35204763.77952757","6.203143948250325","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","11.543363","30749142","118.0","4.5","133","1977","6","62600330.03300331","137493316.95940596","6.176129408335757","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","20.792603","22852638","98.0","6.2","351","2009","6","17682637.493765645","28863922.395018112","6.320243918605417","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11000000","4.536745","13196245","90.0","5.0","55","2007","3","14375620.95475109","17245837.83145721","6.29701412479885","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11000000","11.220643","16951798","91.0","4.5","291","2001","7","16830434.7826087","25936920.971541505","6.004719410590093","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","4.66723","10424470","86.0","5.3","73","2001","2","21420553.359683797","15949851.134387353","6.2959242572431755","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","7.487843","11417362","87.0","5.5","134","2012","10","16522992.761134876","13474927.834089743","6.271463609050212","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","13.65494","19777647","112.0","7.4","283","2007","5","18296244.851501387","25846905.14989727","6.546513656058357","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26000000","11.942862","14821658","136.0","6.9","240","2006","10","34946527.77777778","19921749.346527778","6.441627502919474","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","5.833687","5108820","90.0","5.5","68","2000","4","22030081.30081301","8039122.853658537","6.309978433707787","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","4.898424","46495","149.0","6.1","86","2011","9","16864927.824876968","56009.62994411818","6.33760558907589","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","24.210698","1755212","89.0","7.4","418","2010","8","17397274.09472796","2181136.018453975","6.615425531914889","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","44.135568","178043761","134.0","7.5","1480","2005","9","19424372.759856634","247027741.51648748","6.974320222882843","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13500000","9.982885","29027914","107.0","6.9","144","2002","9","20334046.692607004","43722589.5307393","6.410151279943987","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14000000","16.618874","12314651","93.0","5.0","354","2015","2","16005518.591493439","14078741.109160949","6.055840478458765","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13500000","7.261196","7060876","124.0","6.8","128","2000","11","21243292.682926834","11110833.738211384","6.395218154386176","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","32.306455","19422261","110.0","6.7","1206","2012","9","17703206.529787365","22922419.850562297","6.523573776163291","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18339750","32.445895","92180910","156.0","7.7","1037","2004","9","26307686.91106406","132230075.08046585","6.963200126303664","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"12806000","17.363739","38535221","125.0","7.2","219","2004","9","18369729.062996298","55277336.33864479","6.4796955121260655","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"13300000","29.782161","5380251","108.0","6.0","1102","2014","3","15223290.923222495","6158280.166387876","6.188366506520243","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","18.362333","123922370","121.0","7.1","642","1987","12","31008890.84507043","295591941.89172536","6.606535595654902","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","6.735922","98441954","105.0","4.8","154","2011","2","15660290.123100042","118586889.22498989","6.183942819148931","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","91.285683","327803731","108.0","7.3","4430","2010","12","16154611.65939025","407349382.67724806","7.091272253582282","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","105.792936","47542841","200.0","8.3","3338","1974","12","71452535.49695742","261312041.0906694","7.768552153606642","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","9.969624","91038276","112.0","6.3","352","2001","1","19890513.833992098","139292160.63083005","6.3420868551442675","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000","17.113408","72500000","99.0","5.8","281","1988","8","16033727.81065089","166063609.46745566","6.2525025989327","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16000000","10.248439","77000000","117.0","6.7","186","2016","3","18064139.79592262","86933672.76787762","6.398605200945621","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","25.316146","73180723","83.0","5.2","509","2000","12","20456504.065040655","115155519.81016262","6.0207552407043075","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","9.499325","44726644","107.0","6.6","258","1988","8","29776923.076923084","102447833.68284024","6.395893842170434","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","43.791745","54837234","102.0","7.1","763","2014","10","14879908.42119492","62767155.38397203","6.636138566862516","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12500000","11.828068","49002684","100.0","6.0","210","2014","2","14307604.251148961","56088880.79328874","6.303136263225201","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16000000","54.550275","53478166","97.0","7.3","1701","1999","3","26023529.411764707","86980664.11176473","6.898508118227307","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17000000","60.829621","119100758","86.0","6.2","1567","2016","6","19193148.533167783","134465796.39452183","6.268412438625202","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","73.307513","96060858","113.0","7.3","2060","2004","1","18648014.822657492","137795715.6816305","6.942001052915417","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","4.580081","36450736","97.0","3.3","75","1999","3","19517647.058823533","59286050.02352942","6.181558682740175","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","6.425528","27007143","91.0","6.1","109","1998","4","21611104.294478532","44896475.69760737","6.333596103713642","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","16.681567","35763605","84.0","5.8","308","1990","11","26951874.521805666","74145861.10826321","6.2446808510638245","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13200000","24.656068","53830415","83.0","5.6","181","2014","9","15108830.089213304","61614741.959609024","6.258809400252051","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18000000","37.104353","57096190","126.0","6.7","1399","2007","11","23523743.380501784","74617562.30913177","6.536408401568675","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","95.130041","36869414","108.0","7.6","4737","2015","1","17148769.919457257","42151006.51674775","7.33917400924081","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","27.546914","22863596","112.0","7.3","1101","1999","9","21144117.647058826","37186966.43529412","6.796217192934902","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","17.371327","45300000","89.0","5.7","290","2014","6","14879908.42119492","51850757.80616384","6.231082570830113","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","6.130096","16929123","99.0","6.6","96","2001","6","19890513.833992098","25902227.325296447","6.371401103230885","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19000000","24.47248","68673228","141.0","7.2","541","2006","12","25537847.222222228","92303494.99583335","6.608908907722393","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","6.764437","11130889","104.0","6.2","123","2006","10","17473263.88888889","14960996.98576389","6.34015358704553","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6000000","66.11334","35401758","117.0","8.1","2757","2015","10","6859507.9677829025","40473106.845753685","7.554099099815929","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","6.170139","7820688","95.0","6.4","135","1994","4","23769298.24561404","14299405.042914981","6.3583812018442725","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","4.742537","27500000","94.0","5.7","67","1999","8","21144117.647058826","44727941.17647059","6.320735419653062","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","11.880899","16757163","106.0","5.5","135","1998","8","21611104.294478532","27856984.405582827","6.270908199684445","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","35.522027","48065672","93.0","5.7","737","2013","3","15121288.47813116","55908837.86209473","6.111849065475487","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","10.573191","4857367","120.0","6.8","207","2006","5","17473263.88888889","6528773.49201389","6.41710574220513","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","17.632446","18000000","107.0","5.4","304","2013","3","15121288.47813116","20937168.66202776","6.167773741567198","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","26.373864","8459458","96.0","5.9","498","2009","3","18945683.029034622","10684680.65769541","6.224880987078593","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","12.321302","2636637","125.0","6.5","138","2006","3","17473263.88888889","3543896.467708334","6.368384690633401","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","43.444135","33400000","102.0","7.7","2968","2012","9","15342778.992482385","39419139.8729932","7.300187467873448","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","3.680896","1151330","110.0","6.4","60","2006","11","17473263.88888889","1547499.4548611112","6.356005699666434","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","10.475368","1784763","91.0","4.6","243","2015","7","14862267.263529623","2040432.669850686","6.069199391691178","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14350531","30.952377","3964682","88.0","6.3","733","2011","5","17287190.683118537","4776005.412756348","6.334016854233364","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","34.532418","68572378","94.0","6.6","1257","2013","3","15121288.47813116","79761746.87457344","6.477097367328433","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13000000","19.664699","10652035","98.0","6.4","503","2009","1","16419591.958496671","13454005.248278853","6.367098172658904","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","6.537986","55260558","100.0","7.1","109","1981","12","35771617.16171618","164729960.409901","6.413566756685029","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12500000","13.349012","23367586","120.0","6.7","137","2002","12","18827821.011673152","35196858.13463035","6.387988130382238","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12500000","35.268557","12281551","120.0","7.5","749","1993","9","23440311.418685123","23030670.411557097","6.782472036625908","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12500000","13.939054","10725228","100.0","7.5","323","1992","9","24142017.106201","20714291.027512472","6.5886439374519306","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12500000","8.780512","27206120","101.0","5.4","177","2009","9","15788069.190862184","34362568.397991955","6.235912990469388","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","15.817096","11293663","106.0","7.1","509","2007","10","15682495.587001188","14759401.679881549","6.569308842519396","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12500000","34.821223","20416563","94.0","7.7","1451","2008","5","15731898.765925234","25695304.18113078","7.075967278876782","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12800000","22.022228","40031879","140.0","7.6","377","2000","5","20141788.617886182","62993253.499593504","6.641932243630714","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"15000000","7.497306","5024782","90.0","5.8","84","2009","9","18945683.029034622","6346528.470799909","6.319126673663449","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20000000","26.396191","31327899","105.0","6.3","1150","2010","9","24853248.70675423","38930003.26535386","6.328116260133816","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12500000","6.546037","1083683","108.0","6.0","94","2010","9","15533280.441721395","1346652.1559140773","6.3292221731169835","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12300000","28.670193","84460846","69.0","7.0","640","1988","11","28173550.295857992","193460316.48875743","6.572223595227927","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8000000","47.584643","441306145","122.0","7.5","2005","1973","12","48823423.423423424","2693259597.086712","7.059003218582907","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7000000","50.152327","470654000","124.0","7.5","2542","1975","6","35256319.70260224","2370503984.7583647","7.121388695827633","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11000000","60.767168","235483004","95.0","6.4","2296","1999","7","17891176.470588237","383006180.0352942","6.3837159124962515","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12516654","11.103202","8109160","78.0","7.6","142","2012","12","14772327.388259277","9570542.284206035","6.480652929342188","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25000000","15.26213","79817939","94.0","5.6","304","1986","12","61808850.36496352","197338201.9236314","6.206798131811101","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","6.035152","96070507","122.0","6.9","281","2012","4","14162565.223829893","113383735.12282552","6.453870677108595","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","10.297189","75781642","102.0","6.2","137","2002","4","18074708.17120623","114144255.32373542","6.3387429830062505","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","22.434102","96800000","113.0","7.3","675","1982","6","33695751.29533679","271812393.78238344","6.68496189184121","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","41.249004","107217396","86.0","6.4","1648","1994","2","27426113.36032389","196037097.12631583","6.380079768904787","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","23.161754","79567667","114.0","7.0","504","1983","6","32646987.951807234","216470388.82520083","6.5391305400237165","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12000000","19.195399","68706993","113.0","7.0","375","1985","2","30219702.60223049","173025407.929461","6.502634431775134","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
